horizon,ozellik,grup,mean_abs_shap,pay_pct
126,gprd_lag2,gpr,0.0,0.0
126,gprd_lag3,gpr,2.3239231917874088e-05,0.007435879208790578
126,gprd_lag4,gpr,2.701022770322327e-05,0.008642488328051007
126,gprd_lag5,gpr,8.106266614049673e-05,0.025937698625040997
126,gprd_momentum,gpr,4.788499791175127e-05,0.015321808467822388
126,gprd_spike,gpr,0.0,0.0
126,gprd_threat_ema10,gpr,0.0005879290401935577,0.18812021592060443
126,gprd_threat_ema20,gpr,0.016708590572566857,5.346263666794623
126,gprd_threat_ema5,gpr,4.135167858164225e-05,0.013231336048474398
126,gprd_threat_lag1,gpr,0.0,0.0
126,gprd_threat_lag2,gpr,4.818796566853832e-06,0.0015418749350016262
126,gprd_threat_lag3,gpr,0.0,0.0
126,gprd_threat_lag4,gpr,0.0,0.0
126,gprd_threat_lag5,gpr,1.041364482391925e-06,0.0003332063869733713
126,gprd_threat_momentum,gpr,0.0017422885367912905,0.5574817253954093
126,gprd_threat_spike,gpr,0.0,0.0
126,gprd_threat_z60,gpr,0.00015434615280745284,0.049386285771993055
126,gprd_z60,gpr,0.0,0.0
126,is_month_end,takvim,0.0,0.0
126,is_month_start,takvim,0.0,0.0
126,is_quarter_end,takvim,0.0,0.0
126,month,takvim,0.00575548259075731,1.8415872557410868
126,ovx_ema10,ovx,0.004271133241543014,1.3666385782886645
126,ovx_ema20,ovx,0.011093640068013753,3.5496425967547975
126,ovx_ema5,ovx,0.005516425079674393,1.765095795840492
126,ovx_lag1,ovx,0.0008344622370454349,0.26700367812907694
126,ovx_lag2,ovx,0.000637962410110049,0.20412944102849687
126,ovx_lag3,ovx,0.0005896817622539986,0.1886810360705164
126,ovx_lag4,ovx,0.0003006967038215537,0.09621421120974348
126,ovx_lag5,ovx,0.00043494070580761345,0.13916839260440547
126,ovx_mr60,ovx,0.026020967534610202,8.32595380806901
126,ovx_regime_high,ovx,0.005740322896079826,1.8367365937716083
126,ovx_regime_high_x_gprd,etkilesim,0.004719150685040014,1.5099911471277647
126,ovx_regime_low,ovx,0.0,0.0
126,ovx_regime_low_x_gprd,etkilesim,7.369684629208808e-05,0.023580850220582657
126,ovx_spike,ovx,0.0,0.0
126,ovx_x_gprd,etkilesim,5.6370011796908716e-05,0.01803676645601709
126,ovx_x_gprd_threat,etkilesim,0.0,0.0
126,ovx_z60,ovx,0.0376697877155883,12.053237915253865
126,threat_ratio,gpr,0.0008146517377878938,0.2606648937808898
126,vol20_vol126,brent_vol,0.017429021087342074,5.5767805059537965
126,vol5_vol60,brent_vol,0.00024615070183894465,0.07876107491425458
126,vol_ratio,brent_vol,0.0004703957654003586,0.15051298184917095
